#       STEP:  	 	 BETA:	  		MU:       SIGMA:       H_AVE:       ERROR:
           15          153    -0.825055    -0.621691    -0.453838    0.0086061
           16          153    -0.825055    -0.621691    -0.453838    0.0130335
           17          153    -0.825055    -0.621691    -0.453838   0.00571099
           18          153    -0.825055    -0.621691    -0.453838    0.0083238
           19          153    -0.825055    -0.621691    -0.453838   0.00657112
           20          153    -0.821438    -0.622745    -0.450176   0.00642205
           21          153    -0.821438    -0.622745    -0.450176   0.00906997
           22          153    -0.821438    -0.622745    -0.450176    0.0108527
           23          153    -0.821438    -0.622745    -0.450176    0.0109072
           24          153    -0.826491     -0.61754    -0.451187   0.00551576
           25          153    -0.821226    -0.612184    -0.450579    0.0128864
           26          153    -0.821226    -0.612184    -0.450579   0.00745145
           27          153    -0.821226    -0.612184    -0.450579   0.00816828
           28          153    -0.821226    -0.612184    -0.450579   0.00735653
           29          153    -0.821226    -0.612184    -0.450579   0.00873735
           30          153    -0.821226    -0.612184    -0.450579    0.0078688
           31          153    -0.819472    -0.607141    -0.450457   0.00584326
           32          153    -0.819472    -0.607141    -0.450457   0.00665347
           33          153    -0.818244    -0.608898    -0.447821   0.00707459
           34          153    -0.818244    -0.608898    -0.447821   0.00738044
           35          153    -0.818244    -0.608898    -0.447821   0.00763787
           36          153    -0.819708    -0.607886    -0.448632    0.0057971
           37          153    -0.813724    -0.606544      -0.4516   0.00734034
           38          153    -0.813724    -0.606544      -0.4516   0.00776493
           39          153    -0.813724    -0.606544      -0.4516    0.0067249
           40          153    -0.813724    -0.606544      -0.4516    0.0153662
           41          153    -0.813724    -0.606544      -0.4516    0.0105331
           42          153    -0.813724    -0.606544      -0.4516   0.00604322
           43          153    -0.816227    -0.601073    -0.449654    0.0084922
           44          153    -0.810024    -0.600231    -0.452865   0.00621886
           45          153    -0.810024    -0.600231    -0.452865    0.0111721
           46          153    -0.810024    -0.600231    -0.452865    0.0115711
           47          153    -0.810024    -0.600231    -0.452865   0.00564588
           48          153    -0.810024    -0.600231    -0.452865   0.00723296
           49          153    -0.810024    -0.600231    -0.452865   0.00564667
           50          153    -0.810024    -0.600231    -0.452865   0.00467584
            1          154    -0.810024    -0.600231    -0.452865   0.00493704
            2          154    -0.810024    -0.600231    -0.452865   0.00592457
            3          154    -0.810024    -0.600231    -0.452865   0.00884724
            4          154    -0.810024    -0.600231    -0.452865    0.0091255
            5          154    -0.810024    -0.600231    -0.452865   0.00560347
            6          154    -0.810024    -0.600231    -0.452865    0.0089862
            7          154    -0.810631    -0.604487    -0.439215   0.00727193
            8          154    -0.815974    -0.605434    -0.440691    0.0108669
            9          154    -0.809598    -0.604382    -0.449942    0.0055701
           10          154    -0.809598    -0.604382    -0.449942   0.00571207
           11          154    -0.813097    -0.600141    -0.455879   0.00740962
           12          154    -0.813097    -0.600141    -0.455879   0.00760856
           13          154    -0.813097    -0.600141    -0.455879   0.00624543
           14          154    -0.813097    -0.600141    -0.455879   0.00589546
           15          154    -0.813097    -0.600141    -0.455879   0.00678444
           16          154    -0.813097    -0.600141    -0.455879   0.00598228
           17          154    -0.813097    -0.600141    -0.455879   0.00578286
           18          154    -0.813097    -0.600141    -0.455879   0.00788382
           19          154    -0.813097    -0.600141    -0.455879   0.00752617
           20          154    -0.813097    -0.600141    -0.455879   0.00586351
           21          154    -0.813097    -0.600141    -0.455879   0.00811588
           22          154    -0.817975    -0.596004    -0.455156   0.00629025
           23          154    -0.817975    -0.596004    -0.455156   0.00761939
           24          154    -0.817975    -0.596004    -0.455156   0.00986835
           25          154    -0.817975    -0.596004    -0.455156   0.00637681
           26          154    -0.817975    -0.596004    -0.455156   0.00664897
           27          154     -0.81424    -0.593545    -0.449978   0.00617191
           28          154     -0.81424    -0.593545    -0.449978   0.00577961
           29          154     -0.81424    -0.593545    -0.449978   0.00576542
           30          154    -0.820595    -0.596983    -0.437493   0.00596505
           31          154     -0.82416    -0.600155    -0.437501   0.00676649
           32          154     -0.82447    -0.605607    -0.447668   0.00617429
           33          154    -0.825176    -0.607499     -0.45065   0.00582585
           34          154    -0.826204    -0.610355    -0.447405   0.00611533
           35          154     -0.82967    -0.604986    -0.451042   0.00572159
           36          154    -0.835296    -0.608304    -0.441859   0.00744085
           37          154    -0.832693    -0.601985    -0.443037   0.00589781
           38          154    -0.834983    -0.606636    -0.443782   0.00797987
           39          154    -0.834659    -0.602071    -0.442837   0.00609915
           40          154    -0.830072    -0.595826    -0.442699   0.00577182
           41          154    -0.828355    -0.598768     -0.43614    0.0086283
           42          154    -0.831367    -0.599306    -0.450897    0.0062005
           43          154    -0.832593    -0.596349    -0.455971   0.00581588
           44          154    -0.832593    -0.596349    -0.455971   0.00730281
           45          154    -0.832593    -0.596349    -0.455971    0.0120552
           46          154    -0.832593    -0.596349    -0.455971   0.00842655
           47          154    -0.832593    -0.596349    -0.455971    0.0176426
           48          154    -0.832593    -0.596349    -0.455971   0.00696623
           49          154    -0.832593    -0.596349    -0.455971   0.00628995
           50          154    -0.832593    -0.596349    -0.455971    0.0116718
            1          155    -0.832593    -0.596349    -0.455971   0.00585981
            2          155    -0.832593    -0.596349    -0.455971   0.00594578
            3          155    -0.832593    -0.596349    -0.455971   0.00625434
